Year,Cause Name,State,State Code,Deaths,Age-adjusted Death Rate
2016,Unintentional injuries,Alabama,AL,2755,55.5
2016,Unintentional injuries,Alaska,AK,439,63.1
2016,Unintentional injuries,Arizona,AZ,4010,54.2
2016,Unintentional injuries,Arkansas,AR,1604,51.8
2016,Unintentional injuries,California,CA,13213,32
2016,Unintentional injuries,Colorado,CO,2880,51.2
2016,Unintentional injuries,Connecticut,CT,1978,50.3
2016,Unintentional injuries,Delaware,DE,516,52.4
2016,Unintentional injuries,District of Columbia,DC,401,58.3
2016,Unintentional injuries,Florida,FL,12561,54.9
2016,Unintentional injuries,Georgia,GA,4701,45.8
2016,Unintentional injuries,Hawaii,HI,577,35.3
2016,Unintentional injuries,Idaho,ID,849,49.5
2016,Unintentional injuries,Illinois,IL,5508,41
2016,Unintentional injuries,Indiana,IN,3496,51.6
2016,Unintentional injuries,Iowa,IA,1608,45.8
2016,Unintentional injuries,Kansas,KS,1444,45.7
2016,Unintentional injuries,Kentucky,KY,3194,71
2016,Unintentional injuries,Louisiana,LA,2710,57.4
2016,Unintentional injuries,Maine,ME,909,62.4
2016,Unintentional injuries,Maryland,MD,2271,35.7
2016,Unintentional injuries,Massachusetts,MA,3831,52.8
2016,Unintentional injuries,Michigan,MI,5313,50.5
2016,Unintentional injuries,Minnesota,MN,2697,43.8
2016,Unintentional injuries,Mississippi,MS,1803,59.2
2016,Unintentional injuries,Missouri,MO,3625,57
2016,Unintentional injuries,Montana,NE,626,54.1
2016,Unintentional injuries,Nebraska,NE,772,37
2016,Unintentional injuries,Nevada,NV,1395,46
2016,Unintentional injuries,New Hampshire,NH,924,66.6
2016,Unintentional injuries,New Jersey,NJ,3839,40.8
2016,Unintentional injuries,New Mexico,NM,1487,69.5
2016,Unintentional injuries,New York,NY,7354,34.2
2016,Unintentional injuries,North Carolina,NC,5476,52.2
2016,Unintentional injuries,North Dakota,ND,371,45.4
2016,Unintentional injuries,Ohio,OH,7999,66.6
2016,Unintentional injuries,Oklahoma,OK,2592,64.1
2016,Unintentional injuries,Oregon,OR,2105,46
2016,Unintentional injuries,Pennsylvania,PA,8410,61.8
2016,Unintentional injuries,Rhode Island,RI,675,56.6
2016,Unintentional injuries,South Carolina,SC,3012,58.9
2016,Unintentional injuries,South Dakota,SD,505,53.4
2016,Unintentional injuries,Tennessee,TN,4238,61.1
2016,Unintentional injuries,Texas,TX,10536,38.6
2016,Unintentional injuries,Utah,UT,1211,43.8
2016,Unintentional injuries,Vermont,VT,372,54.8
2016,Unintentional injuries,Virginia,VA,3710,42.4
2016,Unintentional injuries,Washington,WA,3221,41.4
2016,Unintentional injuries,West Virginia,WV,1705,89.7
2016,Unintentional injuries,Wisconsin,WI,3575,55.6
2016,Unintentional injuries,Wyoming,WY,371,61.9
2016,All causes,Alabama,AL,52466,920.4
2016,All causes,Alaska,AK,4494,745.6
2016,All causes,Arizona,AZ,56645,675.8
2016,All causes,Arkansas,AR,31756,893.2
2016,All causes,California,CA,262240,616.9
2016,All causes,Colorado,CO,37530,669.5
2016,All causes,Connecticut,CT,30543,654
2016,All causes,Delaware,DE,8874,746.2
2016,All causes,District of Columbia,DC,5037,766
2016,All causes,Florida,FL,197313,666.6
2016,All causes,Georgia,GA,81428,800.4
2016,All causes,Hawaii,HI,10913,572
2016,All causes,Idaho,ID,13366,725
2016,All causes,Illinois,IL,107020,724.3
2016,All causes,Indiana,IN,63473,835
2016,All causes,Iowa,IA,29538,721.1
2016,All causes,Kansas,KS,26245,756.8
2016,All causes,Kentucky,KY,47827,938.4
2016,All causes,Louisiana,LA,44306,870.5
2016,All causes,Maine,ME,14182,759
2016,All causes,Maryland,MD,48824,717.6
2016,All causes,Massachusetts,MA,56961,669
2016,All causes,Michigan,MI,96231,785.4
2016,All causes,Minnesota,MN,43078,648.1
2016,All causes,Mississippi,MS,31741,948.9
2016,All causes,Missouri,MO,59873,808.2
2016,All causes,Montana,MT,9905,743.2
2016,All causes,Nebraska,NE,16217,707
2016,All causes,Nevada,NV,23902,762.6
2016,All causes,New Hampshire,NH,12203,721.5
2016,All causes,New Jersey,NJ,73155,668.5
2016,All causes,New Mexico,NM,18365,753.4
2016,All causes,New York,NY,154358,640.7
2016,All causes,North Carolina,NC,90465,782.4
2016,All causes,North Dakota,ND,6242,688.4
2016,All causes,Ohio,OH,119572,832.3
2016,All causes,Oklahoma,OK,39276,888.4
2016,All causes,Oregon,OR,35778,705.9
2016,All causes,Pennsylvania,PA,133040,770.1
2016,All causes,Rhode Island,RI,9735,690.1
2016,All causes,South Carolina,SC,48130,829.8
2016,All causes,South Dakota,SD,7845,719.5
2016,All causes,Tennessee,TN,67857,886.3
2016,All causes,Texas,TX,191966,730.6
2016,All causes,Utah,UT,17913,714.7
2016,All causes,Vermont,VT,5909,712.8
2016,All causes,Virginia,VA,66473,715.5
2016,All causes,Washington,WA,54769,672
2016,All causes,West Virginia,WV,22732,943.3
2016,All causes,Wisconsin,WI,51815,717.9
2016,All causes,Wyoming,WY,4722,720.9
2016,Alzheimer's disease,Alabama,AL,2507,45
2016,Alzheimer's disease,Alaska,AK,111,25.8
2016,Alzheimer's disease,Arizona,AZ,3082,35.8
2016,Alzheimer's disease,Arkansas,AR,1475,41.3
2016,Alzheimer's disease,California,CA,15570,36.1
2016,Alzheimer's disease,Colorado,CO,1835,34.7
2016,Alzheimer's disease,Connecticut,CT,1035,20.3
2016,Alzheimer's disease,Delaware,DE,329,27.4
2016,Alzheimer's disease,District of Columbia,DC,120,18.3
2016,Alzheimer's disease,Florida,FL,7155,21.5
2016,Alzheimer's disease,Georgia,GA,4021,44.8
2016,Alzheimer's disease,Hawaii,HI,445,20.1
2016,Alzheimer's disease,Idaho,ID,607,33.9
2016,Alzheimer's disease,Illinois,IL,3877,25.4
2016,Alzheimer's disease,Indiana,IN,2678,34.9
2016,Alzheimer's disease,Iowa,IA,1415,31.3
2016,Alzheimer's disease,Kansas,KS,855,23.1
2016,Alzheimer's disease,Kentucky,KY,1728,35.1
2016,Alzheimer's disease,Louisiana,LA,2195,45
2016,Alzheimer's disease,Maine,ME,577,29.6
2016,Alzheimer's disease,Maryland,MD,1178,17.4
2016,Alzheimer's disease,Massachusetts,MA,1708,18.6
2016,Alzheimer's disease,Michigan,MI,4249,33.6
2016,Alzheimer's disease,Minnesota,MN,2219,31.8
2016,Alzheimer's disease,Mississippi,MS,1485,45.8
2016,Alzheimer's disease,Missouri,MO,2302,30
2016,Alzheimer's disease,Montana,MT,314,22.6
2016,Alzheimer's disease,Nebraska,NE,634,26.2
2016,Alzheimer's disease,Nevada,NV,686,24.6
2016,Alzheimer's disease,New Hampshire,NH,430,24.8
2016,Alzheimer's disease,New Jersey,NJ,2435,21.1
2016,Alzheimer's disease,New Mexico,NM,583,23.5
2016,Alzheimer's disease,New York,NY,3349,13.1
2016,Alzheimer's disease,North Carolina,NC,4153,37.2
2016,Alzheimer's disease,North Dakota,ND,361,35.3
2016,Alzheimer's disease,Ohio,OH,5031,33.4
2016,Alzheimer's disease,Oklahoma,OK,1590,36.1
2016,Alzheimer's disease,Oregon,OR,1786,34.8
2016,Alzheimer's disease,Pennsylvania,PA,4185,21.7
2016,Alzheimer's disease,Rhode Island,RI,422,26.7
2016,Alzheimer's disease,South Carolina,SC,2481,45.3
2016,Alzheimer's disease,South Dakota,SD,449,37.1
2016,Alzheimer's disease,Tennessee,TN,3250,44.2
2016,Alzheimer's disease,Texas,TX,9135,37.8
2016,Alzheimer's disease,Utah,UT,904,39.3
2016,Alzheimer's disease,Vermont,VT,310,35.8
2016,Alzheimer's disease,Virginia,VA,2408,26.8
2016,Alzheimer's disease,Washington,WA,3269,40.7
2016,Alzheimer's disease,West Virginia,WV,786,31.7
2016,Alzheimer's disease,Wisconsin,WI,2256,29.6
2016,Alzheimer's disease,Wyoming,WY,138,21.2
2016,Cancer,Alabama,AL,10419,174
2016,Cancer,Alaska,AK,995,158.7
2016,Cancer,Arizona,AZ,11876,136.8
2016,Cancer,Arkansas,AR,6612,178.8
2016,Cancer,California,CA,59515,139.7
2016,Cancer,Colorado,CO,7928,137.1
2016,Cancer,Connecticut,CT,6696,144.9
2016,Cancer,Delaware,DE,2124,170.8
2016,Cancer,District of Columbia,DC,1044,160.1
2016,Cancer,Florida,FL,44266,146.9
2016,Cancer,Georgia,GA,17184,160.2
2016,Cancer,Hawaii,HI,2401,128.7
2016,Cancer,Idaho,ID,2884,150.9
2016,Cancer,Illinois,IL,24389,163.5
2016,Cancer,Indiana,IN,13424,172.5
2016,Cancer,Iowa,IA,6432,159.8
2016,Cancer,Kansas,KS,5484,158.6
2016,Cancer,Kentucky,KY,10363,193.8
2016,Cancer,Louisiana,LA,9149,171.9
2016,Cancer,Maine,ME,3275,168.9
2016,Cancer,Maryland,MD,10911,156.5
2016,Cancer,Massachusetts,MA,12717,150.2
2016,Cancer,Michigan,MI,20870,166.4
2016,Cancer,Minnesota,MN,9857,148.6
2016,Cancer,Mississippi,MS,6568,187.7
2016,Cancer,Missouri,MO,12696,167
2016,Cancer,Montana,MT,2031,145.9
2016,Cancer,Nebraska,NE,3477,153.6
2016,Cancer,Nevada,NV,5214,157.3
2016,Cancer,New Hampshire,NH,2875,164.1
2016,Cancer,New Jersey,NJ,16377,149.7
2016,Cancer,New Mexico,NM,3560,138.8
2016,Cancer,New York,NY,35368,147.5
2016,Cancer,North Carolina,NC,19523,161.6
2016,Cancer,North Dakota,ND,1253,142.7
2016,Cancer,Ohio,OH,25509,173.4
2016,Cancer,Oklahoma,OK,8115,177.8
2016,Cancer,Oregon,OR,8078,155.9
2016,Cancer,Pennsylvania,PA,28492,164.7
2016,Cancer,Rhode Island,RI,2171,158
2016,Cancer,South Carolina,SC,10356,167.7
2016,Cancer,South Dakota,SD,1694,156.7
2016,Cancer,Tennessee,TN,14450,179.9
2016,Cancer,Texas,TX,40195,148.5
2016,Cancer,Utah,UT,3125,122.4
2016,Cancer,Vermont,VT,1356,158.4
2016,Cancer,Virginia,VA,15027,156.1
2016,Cancer,Washington,WA,12594,150.9
2016,Cancer,West Virginia,WV,4659,182.2
2016,Cancer,Wisconsin,WI,11498,158
2016,Cancer,Wyoming,WY,962,140.9
2016,CLRD,Alabama,AL,3326,56.2
2016,CLRD,Alaska,AK,238,41.5
2016,CLRD,Arizona,AZ,3800,43.5
2016,CLRD,Arkansas,AR,2169,59.1
2016,CLRD,California,CA,13710,32.6
2016,CLRD,Colorado,CO,2575,46.4
2016,CLRD,Connecticut,CT,1425,30.5
2016,CLRD,Delaware,DE,544,43.7
2016,CLRD,District of Columbia,DC,152,24
2016,CLRD,Florida,FL,11970,38
2016,CLRD,Georgia,GA,4805,47.3
2016,CLRD,Hawaii,HI,342,17.7
2016,CLRD,Idaho,ID,865,45.7
2016,CLRD,Illinois,IL,5632,38.1
2016,CLRD,Indiana,IN,4214,54.6
2016,CLRD,Iowa,IA,2006,48.6
2016,CLRD,Kansas,KS,1654,48.3
2016,CLRD,Kentucky,KY,3486,66.3
2016,CLRD,Louisiana,LA,2221,43
2016,CLRD,Maine,ME,928,47.4
2016,CLRD,Maryland,MD,2072,30.5
2016,CLRD,Massachusetts,MA,2674,31.4
2016,CLRD,Michigan,MI,5572,44.4
2016,CLRD,Minnesota,MN,2369,35.8
2016,CLRD,Mississippi,MS,2116,62
2016,CLRD,Missouri,MO,3961,52.1
2016,CLRD,Montana,MT,722,51.9
2016,CLRD,Nebraska,NE,1117,48.9
2016,CLRD,Nevada,NV,1778,56.6
2016,CLRD,New Hampshire,NH,684,39.3
2016,CLRD,New Jersey,NJ,3064,27.9
2016,CLRD,New Mexico,NM,1131,44.4
2016,CLRD,New York,NY,6860,28.4
2016,CLRD,North Carolina,NC,5311,44.8
2016,CLRD,North Dakota,ND,314,34.7
2016,CLRD,Ohio,OH,7015,47.5
2016,CLRD,Oklahoma,OK,2794,61.4
2016,CLRD,Oregon,OR,2080,40.4
2016,CLRD,Pennsylvania,PA,6523,36.8
2016,CLRD,Rhode Island,RI,445,31.3
2016,CLRD,South Carolina,SC,2870,47.5
2016,CLRD,South Dakota,SD,426,38.3
2016,CLRD,Tennessee,TN,4318,54.7
2016,CLRD,Texas,TX,10107,39.5
2016,CLRD,Utah,UT,875,35.8
2016,CLRD,Vermont,VT,355,41.3
2016,CLRD,Virginia,VA,3233,34.6
2016,CLRD,Washington,WA,3036,37.3
2016,CLRD,West Virginia,WV,1599,62.1
2016,CLRD,Wisconsin,WI,2786,38.3
2016,CLRD,Wyoming,WY,327,48.9
2016,Diabetes,Alabama,AL,1183,20.1
2016,Diabetes,Alaska,AK,124,19.3
2016,Diabetes,Arizona,AZ,2025,23.9
2016,Diabetes,Arkansas,AR,920,25.4
2016,Diabetes,California,CA,9124,21.4
2016,Diabetes,Colorado,CO,938,16.2
2016,Diabetes,Connecticut,CT,699,14.9
2016,Diabetes,Delaware,DE,203,17
2016,Diabetes,District of Columbia,DC,127,19.8
2016,Diabetes,Florida,FL,5782,19.5
2016,Diabetes,Georgia,GA,2238,21.2
2016,Diabetes,Hawaii,HI,285,15.1
2016,Diabetes,Idaho,ID,375,19.8
2016,Diabetes,Illinois,IL,2781,18.7
2016,Diabetes,Indiana,IN,1992,26
2016,Diabetes,Iowa,IA,847,20.9
2016,Diabetes,Kansas,KS,727,21.2
2016,Diabetes,Kentucky,KY,1479,28.4
2016,Diabetes,Louisiana,LA,1324,25.5
2016,Diabetes,Maine,ME,463,23.9
2016,Diabetes,Maryland,MD,1358,19.6
2016,Diabetes,Massachusetts,MA,1268,14.9
2016,Diabetes,Michigan,MI,2672,21.5
2016,Diabetes,Minnesota,MN,1265,19.2
2016,Diabetes,Mississippi,MS,1084,31.9
2016,Diabetes,Missouri,MO,1508,20.1
2016,Diabetes,Montana,MT,311,23.6
2016,Diabetes,Nebraska,NE,501,21.9
2016,Diabetes,Nevada,NV,580,17.9
2016,Diabetes,New Hampshire,NH,316,17.9
2016,Diabetes,New Jersey,NJ,1949,17.8
2016,Diabetes,New Mexico,NM,678,27.2
2016,Diabetes,New York,NY,4038,16.9
2016,Diabetes,North Carolina,NC,2811,23.5
2016,Diabetes,North Dakota,ND,171,19.4
2016,Diabetes,Ohio,OH,3568,24.6
2016,Diabetes,Oklahoma,OK,1393,30.8
2016,Diabetes,Oregon,OR,1240,24
2016,Diabetes,Pennsylvania,PA,3560,20.3
2016,Diabetes,Rhode Island,RI,239,16.9
2016,Diabetes,South Carolina,SC,1369,22.3
2016,Diabetes,South Dakota,SD,253,23.7
2016,Diabetes,Tennessee,TN,1883,24
2016,Diabetes,Texas,TX,5470,20.3
2016,Diabetes,Utah,UT,624,24.6
2016,Diabetes,Vermont,VT,166,20.5
2016,Diabetes,Virginia,VA,2062,21.7
2016,Diabetes,Washington,WA,1673,20.3
2016,Diabetes,West Virginia,WV,860,34.8
2016,Diabetes,Wisconsin,WI,1440,19.9
2016,Diabetes,Wyoming,WY,112,16.6
2016,Heart disease,Alabama,AL,12832,222.5
2016,Heart disease,Alaska,AK,831,141
2016,Heart disease,Arizona,AZ,11957,138.9
2016,Heart disease,Arkansas,AR,8090,223.7
2016,Heart disease,California,CA,61573,143.1
2016,Heart disease,Colorado,CO,7277,129.8
2016,Heart disease,Connecticut,CT,7051,144.3
2016,Heart disease,Delaware,DE,1974,163.2
2016,Heart disease,District of Columbia,DC,1375,211.7
2016,Heart disease,Florida,FL,45659,146.2
2016,Heart disease,Georgia,GA,18143,179
2016,Heart disease,Hawaii,HI,2488,127
2016,Heart disease,Idaho,ID,2969,160
2016,Heart disease,Illinois,IL,25013,165.7
2016,Heart disease,Indiana,IN,13952,180.6
2016,Heart disease,Iowa,IA,6937,162.8
2016,Heart disease,Kansas,KS,5672,159.2
2016,Heart disease,Kentucky,KY,10519,203
2016,Heart disease,Louisiana,LA,10943,213.1
2016,Heart disease,Maine,ME,2907,149.5
2016,Heart disease,Maryland,MD,11390,164.3
2016,Heart disease,Massachusetts,MA,11921,134.8
2016,Heart disease,Michigan,MI,25304,200.6
2016,Heart disease,Minnesota,MN,7825,114.9
2016,Heart disease,Mississippi,MS,7865,233.1
2016,Heart disease,Missouri,MO,14579,192.1
2016,Heart disease,Montana,MT,2138,154.4
2016,Heart disease,Nebraska,NE,3322,140.3
2016,Heart disease,Nevada,NV,6457,205.9
2016,Heart disease,New Hampshire,NH,2631,151.1
2016,Heart disease,New Jersey,NJ,18597,164.7
2016,Heart disease,New Mexico,NM,3800,150.6
2016,Heart disease,New York,NY,44076,177.8
2016,Heart disease,North Carolina,NC,18266,155.8
2016,Heart disease,North Dakota,ND,1338,140.9
2016,Heart disease,Ohio,OH,27410,185.1
2016,Heart disease,Oklahoma,OK,10209,228.2
2016,Heart disease,Oregon,OR,6968,135
2016,Heart disease,Pennsylvania,PA,31990,176.2
2016,Heart disease,Rhode Island,RI,2256,152.4
2016,Heart disease,South Carolina,SC,10195,173.8
2016,Heart disease,South Dakota,SD,1729,153.4
2016,Heart disease,Tennessee,TN,15429,198.8
2016,Heart disease,Texas,TX,43772,167.7
2016,Heart disease,Utah,UT,3636,150
2016,Heart disease,Vermont,VT,1366,158.8
2016,Heart disease,Virginia,VA,14124,150.7
2016,Heart disease,Washington,WA,11161,136.1
2016,Heart disease,West Virginia,WV,4767,191
2016,Heart disease,Wisconsin,WI,11526,154.9
2016,Heart disease,Wyoming,WY,1051,157.8
2016,Influenza and pneumonia,Alabama,AL,987,17.1
2016,Influenza and pneumonia,Alaska,AK,61,12.5
2016,Influenza and pneumonia,Arizona,AZ,885,10.4
2016,Influenza and pneumonia,Arkansas,AR,623,17.1
2016,Influenza and pneumonia,California,CA,5981,14
2016,Influenza and pneumonia,Colorado,CO,533,9.6
2016,Influenza and pneumonia,Connecticut,CT,572,11.7
2016,Influenza and pneumonia,Delaware,DE,132,10.7
2016,Influenza and pneumonia,District of Columbia,DC,78,11.5
2016,Influenza and pneumonia,Florida,FL,2808,9.3
2016,Influenza and pneumonia,Georgia,GA,1423,14.3
2016,Influenza and pneumonia,Hawaii,HI,507,24.4
2016,Influenza and pneumonia,Idaho,ID,207,11.3
2016,Influenza and pneumonia,Illinois,IL,2178,14.5
2016,Influenza and pneumonia,Indiana,IN,962,12.6
2016,Influenza and pneumonia,Iowa,IA,504,11.6
2016,Influenza and pneumonia,Kansas,KS,522,14.4
2016,Influenza and pneumonia,Kentucky,KY,888,17.3
2016,Influenza and pneumonia,Louisiana,LA,720,14.3
2016,Influenza and pneumonia,Maine,ME,231,12
2016,Influenza and pneumonia,Maryland,MD,1025,15.1
2016,Influenza and pneumonia,Massachusetts,MA,1251,14.1
2016,Influenza and pneumonia,Michigan,MI,1672,13.7
2016,Influenza and pneumonia,Minnesota,MN,529,7.8
2016,Influenza and pneumonia,Mississippi,MS,785,23.4
2016,Influenza and pneumonia,Missouri,MO,1150,15.1
2016,Influenza and pneumonia,Montana,MT,147,11.1
2016,Influenza and pneumonia,Nebraska,NE,342,14.3
2016,Influenza and pneumonia,Nevada,NV,567,18.1
2016,Influenza and pneumonia,New Hampshire,NH,203,11.8
2016,Influenza and pneumonia,New Jersey,NJ,1208,10.7
2016,Influenza and pneumonia,New Mexico,NM,353,14.6
2016,Influenza and pneumonia,New York,NY,4513,18.3
2016,Influenza and pneumonia,North Carolina,NC,1896,16.5
2016,Influenza and pneumonia,North Dakota,ND,134,14.5
2016,Influenza and pneumonia,Ohio,OH,2187,15
2016,Influenza and pneumonia,Oklahoma,OK,546,12.4
2016,Influenza and pneumonia,Oregon,OR,452,8.9
2016,Influenza and pneumonia,Pennsylvania,PA,2491,13.9
2016,Influenza and pneumonia,Rhode Island,RI,165,11
2016,Influenza and pneumonia,South Carolina,SC,690,12
2016,Influenza and pneumonia,South Dakota,SD,195,16.7
2016,Influenza and pneumonia,Tennessee,TN,1533,20.1
2016,Influenza and pneumonia,Texas,TX,2860,11.1
2016,Influenza and pneumonia,Utah,UT,380,15.5
2016,Influenza and pneumonia,Vermont,VT,59,7
2016,Influenza and pneumonia,Virginia,VA,1177,12.7
2016,Influenza and pneumonia,Washington,WA,815,10
2016,Influenza and pneumonia,West Virginia,WV,423,17.3
2016,Influenza and pneumonia,Wisconsin,WI,888,11.9
2016,Influenza and pneumonia,Wyoming,WY,99,15
2016,Kidney disease,Alabama,AL,1012,17.4
2016,Kidney disease,Alaska,AK,53,10
2016,Kidney disease,Arizona,AZ,487,5.7
2016,Kidney disease,Arkansas,AR,722,20
2016,Kidney disease,California,CA,3640,8.6
2016,Kidney disease,Colorado,CO,491,8.9
2016,Kidney disease,Connecticut,CT,570,12.1
2016,Kidney disease,Delaware,DE,208,17.1
2016,Kidney disease,District of Columbia,DC,57,9
2016,Kidney disease,Florida,FL,3144,10.2
2016,Kidney disease,Georgia,GA,1864,18.4
2016,Kidney disease,Hawaii,HI,215,11.2
2016,Kidney disease,Idaho,ID,190,10.3
2016,Kidney disease,Illinois,IL,2518,17
2016,Kidney disease,Indiana,IN,1411,18.4
2016,Kidney disease,Iowa,IA,352,8.3
2016,Kidney disease,Kansas,KS,533,15
2016,Kidney disease,Kentucky,KY,1034,20.3
2016,Kidney disease,Louisiana,LA,1153,22.6
2016,Kidney disease,Maine,ME,239,12.4
2016,Kidney disease,Maryland,MD,823,12.1
2016,Kidney disease,Massachusetts,MA,1139,13.2
2016,Kidney disease,Michigan,MI,1791,14.3
2016,Kidney disease,Minnesota,MN,588,8.8
2016,Kidney disease,Mississippi,MS,763,22.8
2016,Kidney disease,Missouri,MO,1483,19.6
2016,Kidney disease,Montana,MT,155,11.3
2016,Kidney disease,Nebraska,NE,220,9.5
2016,Kidney disease,Nevada,NV,274,8.8
2016,Kidney disease,New Hampshire,NH,161,9.4
2016,Kidney disease,New Jersey,NJ,1535,13.8
2016,Kidney disease,New Mexico,NM,293,11.7
2016,Kidney disease,New York,NY,2385,9.8
2016,Kidney disease,North Carolina,NC,2002,17.1
2016,Kidney disease,North Dakota,ND,106,11.3
2016,Kidney disease,Ohio,OH,2262,15.4
2016,Kidney disease,Oklahoma,OK,577,12.9
2016,Kidney disease,Oregon,OR,398,7.7
2016,Kidney disease,Pennsylvania,PA,2813,15.7
2016,Kidney disease,Rhode Island,RI,141,9.9
2016,Kidney disease,South Carolina,SC,897,15.3
2016,Kidney disease,South Dakota,SD,90,7.6
2016,Kidney disease,Tennessee,TN,1150,14.9
2016,Kidney disease,Texas,TX,4125,15.8
2016,Kidney disease,Utah,UT,370,15.2
2016,Kidney disease,Vermont,VT,30,3.7
2016,Kidney disease,Virginia,VA,1543,16.6
2016,Kidney disease,Washington,WA,532,6.6
2016,Kidney disease,West Virginia,WV,481,19.3
2016,Kidney disease,Wisconsin,WI,960,13
2016,Kidney disease,Wyoming,WY,66,10
2016,Stroke,Alabama,AL,2967,51.6
2016,Stroke,Alaska,AK,196,39
2016,Stroke,Arizona,AZ,2556,29.8
2016,Stroke,Arkansas,AR,1643,45.6
2016,Stroke,California,CA,15680,36.9
2016,Stroke,Colorado,CO,1927,35.2
2016,Stroke,Connecticut,CT,1269,26.3
2016,Stroke,Delaware,DE,506,41.6
2016,Stroke,District of Columbia,DC,252,38.4
2016,Stroke,Florida,FL,11854,37.3
2016,Stroke,Georgia,GA,4349,44.3
2016,Stroke,Hawaii,HI,675,34.3
2016,Stroke,Idaho,ID,682,37.2
2016,Stroke,Illinois,IL,5658,37.8
2016,Stroke,Indiana,IN,3040,39.5
2016,Stroke,Iowa,IA,1388,32.3
2016,Stroke,Kansas,KS,1363,38.6
2016,Stroke,Kentucky,KY,2057,40.4
2016,Stroke,Louisiana,LA,2322,46
2016,Stroke,Maine,ME,663,34.4
2016,Stroke,Maryland,MD,2709,39.7
2016,Stroke,Massachusetts,MA,2468,27.9
2016,Stroke,Michigan,MI,4874,39
2016,Stroke,Minnesota,MN,2197,32.5
2016,Stroke,Mississippi,MS,1705,50.6
2016,Stroke,Missouri,MO,3069,40.4
2016,Stroke,Montana,MT,440,32.5
2016,Stroke,Nebraska,NE,787,33.2
2016,Stroke,Nevada,NV,1096,35.9
2016,Stroke,New Hampshire,NH,490,28
2016,Stroke,New Jersey,NJ,3401,30.4
2016,Stroke,New Mexico,NM,885,35.5
2016,Stroke,New York,NY,6258,25.5
2016,Stroke,North Carolina,NC,4940,43
2016,Stroke,North Dakota,ND,311,32.7
2016,Stroke,Ohio,OH,5987,40.6
2016,Stroke,Oklahoma,OK,1859,41.8
2016,Stroke,Oregon,OR,1943,37.8
2016,Stroke,Pennsylvania,PA,6730,37
2016,Stroke,Rhode Island,RI,399,26.8
2016,Stroke,South Carolina,SC,2627,45.5
2016,Stroke,South Dakota,SD,420,35.8
2016,Stroke,Tennessee,TN,3508,46
2016,Stroke,Texas,TX,10673,42
2016,Stroke,Utah,UT,932,38.8
2016,Stroke,Vermont,VT,247,29.2
2016,Stroke,Virginia,VA,3502,38.2
2016,Stroke,Washington,WA,2910,35.8
2016,Stroke,West Virginia,WV,1039,41.7
2016,Stroke,Wisconsin,WI,2481,33.3
2016,Stroke,Wyoming,WY,208,31.7
2016,Suicide,Alabama,AL,788,15.7
2016,Suicide,Alaska,AK,193,25.8
2016,Suicide,Arizona,AZ,1271,17.7
2016,Suicide,Arkansas,AR,555,18.2
2016,Suicide,California,CA,4294,10.5
2016,Suicide,Colorado,CO,1168,20.5
2016,Suicide,Connecticut,CT,397,10.1
2016,Suicide,Delaware,DE,119,11.5
2016,Suicide,District of Columbia,DC,40,5.2
2016,Suicide,Florida,FL,3143,14
2016,Suicide,Georgia,GA,1409,13.3
2016,Suicide,Hawaii,HI,174,12.1
2016,Suicide,Idaho,ID,351,21.4
2016,Suicide,Illinois,IL,1415,10.7
2016,Suicide,Indiana,IN,1034,15.4
2016,Suicide,Iowa,IA,451,14.6
2016,Suicide,Kansas,KS,514,17.9
2016,Suicide,Kentucky,KY,756,16.8
2016,Suicide,Louisiana,LA,677,14.2
2016,Suicide,Maine,ME,226,15.9
2016,Suicide,Maryland,MD,586,9.4
2016,Suicide,Massachusetts,MA,631,8.8
2016,Suicide,Michigan,MI,1364,13.3
2016,Suicide,Minnesota,MN,745,13.2
2016,Suicide,Mississippi,MS,383,12.7
2016,Suicide,Missouri,MO,1133,18.4
2016,Suicide,Montana,MT,267,25.9
2016,Suicide,Nebraska,NE,246,13.1
2016,Suicide,Nevada,NV,650,21.4
2016,Suicide,New Hampshire,NH,244,17.2
2016,Suicide,New Jersey,NJ,687,7.2
2016,Suicide,New Mexico,NM,471,22.5
2016,Suicide,New York,NY,1679,8.1
2016,Suicide,North Carolina,NC,1373,13
2016,Suicide,North Dakota,ND,140,19
2016,Suicide,Ohio,OH,1707,14.2
2016,Suicide,Oklahoma,OK,822,21
2016,Suicide,Oregon,OR,772,17.8
2016,Suicide,Pennsylvania,PA,1970,14.7
2016,Suicide,Rhode Island,RI,126,11.2
2016,Suicide,South Carolina,SC,815,15.7
2016,Suicide,South Dakota,SD,163,20.2
2016,Suicide,Tennessee,TN,1111,16.3
2016,Suicide,Texas,TX,3488,12.6
2016,Suicide,Utah,UT,620,21.8
2016,Suicide,Vermont,VT,118,17.3
2016,Suicide,Virginia,VA,1166,13.2
2016,Suicide,Washington,WA,1141,14.9
2016,Suicide,West Virginia,WV,362,19.3
2016,Suicide,Wisconsin,WI,866,14.7
2016,Suicide,Wyoming,WY,144,25.2
2015,All causes,Alabama,AL,51909,924.5
2015,All causes,Alaska,AK,4316,747.4
2015,All causes,Arizona,AZ,54299,671.8
2015,All causes,Arkansas,AR,31617,901.8
2015,All causes,California,CA,259206,621.6
2015,All causes,Colorado,CO,36349,665
2015,All causes,Connecticut,CT,30535,656.1
2015,All causes,Delaware,DE,8582,741.5
2015,All causes,District of Columbia,DC,4871,748.6
